V4_1,data marking,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measure of wellbeing
6.53,,year ending,2011 Q2 - 2012 Q1,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
7.66,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
3.55,,year ending,2015 Q2 - 2016 Q1,E92000001,England,poor,Poor,worthwhile,Worthwhile
48.33,,year ending,2012 Q4 - 2013 Q3,W92000004,Wales,good,Good,worthwhile,Worthwhile
7.42,,year ending,2011 Q3 - 2012 Q2,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
16.54,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,fair,Fair,happiness,Happiness
52.32,,year ending,2015 Q3 - 2016 Q2,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
4.76,,year ending,2011 Q2 - 2012 Q1,E92000001,England,poor,Poor,worthwhile,Worthwhile
13.18,,year ending,2014 Q1 - 2014 Q4,E92000001,England,fair,Fair,worthwhile,Worthwhile
7.77,,year ending,2013 Q4 - 2014 Q3,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
8.1,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
29.51,,year ending,2015 Q1 - 2015 Q4,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
47.17,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,good,Good,worthwhile,Worthwhile
19.86,,year ending,2016 Q3 - 2017 Q2,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
12.27,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.47,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,good,Good,worthwhile,Worthwhile
52.11,,year ending,2015 Q2 - 2016 Q1,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
48.8,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
21.69,,year ending,2011 Q2 - 2012 Q1,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
4.57,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,poor,Poor,life-satisfaction,Life Satisfaction
30.65,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
52.27,,year ending,2016 Q2 - 2017 Q1,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
14.15,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,fair,Fair,life-satisfaction,Life Satisfaction
17.58,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,fair,Fair,happiness,Happiness
39.78,,year ending,2011 Q3 - 2012 Q2,K02000001,United Kingdom,good,Good,happiness,Happiness
7.51,,year ending,2016 Q2 - 2017 Q1,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
40.49,,year ending,2015 Q2 - 2016 Q1,K02000001,United Kingdom,good,Good,happiness,Happiness
7.84,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
4.56,,year ending,2015 Q2 - 2016 Q1,K02000001,United Kingdom,poor,Poor,life-satisfaction,Life Satisfaction
40.44,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
17.4,,year ending,2012 Q1 - 2012 Q4,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
16.81,,year ending,2014 Q1 - 2014 Q4,K02000001,United Kingdom,fair,Fair,happiness,Happiness
49.21,,year ending,2015 Q2 - 2016 Q1,K02000001,United Kingdom,good,Good,worthwhile,Worthwhile
12.68,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
7.3,,year ending,2012 Q2 - 2013 Q1,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
32.21,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
7.46,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
16.45,,year ending,2013 Q1 - 2013 Q4,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
35.55,,year ending,2016 Q3 - 2017 Q2,K02000001,United Kingdom,very-good,Very good,worthwhile,Worthwhile
11.41,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
6.26,,year ending,2011 Q3 - 2012 Q2,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
17.94,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,fair,Fair,happiness,Happiness
10.45,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
17.31,,year ending,2013 Q1 - 2013 Q4,E92000001,England,fair,Fair,happiness,Happiness
7.64,,year ending,2015 Q2 - 2016 Q1,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
49.3,,year ending,2013 Q2 - 2014 Q1,E92000001,England,good,Good,worthwhile,Worthwhile
52.04,,year ending,2016 Q4 - 2017 Q3,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
6.5,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,poor,Poor,life-satisfaction,Life Satisfaction
17.93,,year ending,2011 Q4 - 2012 Q3,E92000001,England,fair,Fair,anxiety,Anxiety
3.56,,year ending,2016 Q1 - 2016 Q4,E92000001,England,poor,Poor,worthwhile,Worthwhile
15.47,,year ending,2012 Q3 - 2013 Q2,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
28.99,,year ending,2015 Q4 - 2016 Q3,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
7.28,,year ending,2011 Q3 - 2012 Q2,E92000001,England,mean-average,Mean Average,happiness,Happiness
4.74,,year ending,2014 Q2 - 2015 Q1,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
17.08,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,fair,Fair,happiness,Happiness
34.46,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,very-good,Very good,happiness,Happiness
22.79,,year ending,2011 Q4 - 2012 Q3,S92000003,Scotland,good,Good,anxiety,Anxiety
50.93,,year ending,2012 Q1 - 2012 Q4,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
7.53,,year ending,2013 Q3 - 2014 Q2,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.81,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
52.38,,year ending,2015 Q4 - 2016 Q3,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
5.95,,year ending,2011 Q4 - 2012 Q3,E92000001,England,poor,Poor,life-satisfaction,Life Satisfaction
37.79,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
50.52,,year ending,2016 Q2 - 2017 Q1,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
32.44,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,very-good,Very good,happiness,Happiness
3.81,,year ending,2014 Q4 - 2015 Q3,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
14.25,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
49.4,,year ending,2014 Q3 - 2015 Q2,E92000001,England,good,Good,worthwhile,Worthwhile
48.85,,year ending,2014 Q3 - 2015 Q2,W92000004,Wales,good,Good,worthwhile,Worthwhile
14.12,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
52.46,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
7.43,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
17.55,,year ending,2011 Q3 - 2012 Q2,E92000001,England,fair,Fair,life-satisfaction,Life Satisfaction
29.91,,year ending,2016 Q3 - 2017 Q2,E92000001,England,very-good,Very good,life-satisfaction,Life Satisfaction
40.79,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
37.28,,year ending,2011 Q3 - 2012 Q2,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
15.85,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
26.78,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
7.71,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
15.04,,year ending,2011 Q2 - 2012 Q1,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
7.68,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
23.44,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,good,Good,anxiety,Anxiety
8.9,,year ending,2015 Q3 - 2016 Q2,K02000001,United Kingdom,poor,Poor,happiness,Happiness
50.6,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
3,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,mean-average,Mean Average,anxiety,Anxiety
29.33,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,very-good,Very good,life-satisfaction,Life Satisfaction
18.17,,year ending,2011 Q3 - 2012 Q2,K02000001,United Kingdom,fair,Fair,happiness,Happiness
49.57,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,good,Good,life-satisfaction,Life Satisfaction
47.62,,year ending,2011 Q4 - 2012 Q3,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
8.69,,year ending,2015 Q1 - 2015 Q4,K02000001,United Kingdom,poor,Poor,happiness,Happiness
23.75,,year ending,2013 Q2 - 2014 Q1,K02000001,United Kingdom,good,Good,anxiety,Anxiety
40.69,,year ending,2013 Q2 - 2014 Q1,K02000001,United Kingdom,good,Good,happiness,Happiness
12.47,,year ending,2016 Q1 - 2016 Q4,K02000001,United Kingdom,fair,Fair,worthwhile,Worthwhile
23.7,,year ending,2012 Q4 - 2013 Q3,K02000001,United Kingdom,good,Good,anxiety,Anxiety
42.89,,year ending,2013 Q4 - 2014 Q3,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
31.39,,year ending,2011 Q3 - 2012 Q2,K02000001,United Kingdom,very-good,Very good,happiness,Happiness
51.62,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
7.6,,year ending,2014 Q2 - 2015 Q1,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.86,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
17.5,,year ending,2012 Q4 - 2013 Q3,E92000001,England,fair,Fair,happiness,Happiness
7.38,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
14.11,,year ending,2011 Q2 - 2012 Q1,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
41.29,,year ending,2013 Q2 - 2014 Q1,S92000003,Scotland,good,Good,happiness,Happiness
4.42,,year ending,2011 Q4 - 2012 Q3,E92000001,England,poor,Poor,worthwhile,Worthwhile
4.08,,year ending,2013 Q3 - 2014 Q2,E92000001,England,poor,Poor,worthwhile,Worthwhile
23.85,,year ending,2013 Q1 - 2013 Q4,E92000001,England,good,Good,anxiety,Anxiety
15.43,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
4.81,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
34.87,,year ending,2016 Q1 - 2016 Q4,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
38.82,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,good,Good,happiness,Happiness
37.49,,year ending,2016 Q1 - 2016 Q4,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
37.19,,year ending,2013 Q1 - 2013 Q4,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
44.22,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
15.73,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,fair,Fair,anxiety,Anxiety
9.19,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,poor,Poor,happiness,Happiness
52.76,,year ending,2014 Q1 - 2014 Q4,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
7.46,,year ending,2012 Q3 - 2013 Q2,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
50.37,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,good,Good,worthwhile,Worthwhile
49.85,,year ending,2016 Q3 - 2017 Q2,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.96,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
15.7,,year ending,2012 Q1 - 2012 Q4,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
33.76,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,very-good,Very good,happiness,Happiness
14.92,,year ending,2011 Q4 - 2012 Q3,E92000001,England,fair,Fair,worthwhile,Worthwhile
4.89,,year ending,2012 Q2 - 2013 Q1,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
10.58,,year ending,2014 Q4 - 2015 Q3,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
49.36,,year ending,2015 Q2 - 2016 Q1,W92000004,Wales,good,Good,worthwhile,Worthwhile
50.73,,year ending,2015 Q1 - 2015 Q4,S92000003,Scotland,good,Good,worthwhile,Worthwhile
7.68,,year ending,2015 Q3 - 2016 Q2,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.86,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
5.81,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,poor,Poor,life-satisfaction,Life Satisfaction
7.6,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
18.15,,year ending,2012 Q1 - 2012 Q4,E92000001,England,fair,Fair,happiness,Happiness
4.38,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
7.48,,year ending,2013 Q1 - 2013 Q4,E92000001,England,mean-average,Mean Average,life-satisfaction,Life Satisfaction
40.15,,year ending,2016 Q2 - 2017 Q1,K02000001,United Kingdom,very-good,Very good,anxiety,Anxiety
31.76,,year ending,2012 Q3 - 2013 Q2,K02000001,United Kingdom,very-good,Very good,worthwhile,Worthwhile
51.57,,year ending,2012 Q4 - 2013 Q3,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
7.68,,year ending,2011 Q3 - 2012 Q2,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
49.1,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,good,Good,worthwhile,Worthwhile
40.31,,year ending,2016 Q3 - 2017 Q2,K02000001,United Kingdom,good,Good,happiness,Happiness
19.26,,year ending,2015 Q1 - 2015 Q4,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
23.76,,year ending,2013 Q1 - 2013 Q4,K02000001,United Kingdom,good,Good,anxiety,Anxiety
27.58,,year ending,2011 Q3 - 2012 Q2,S92000003,Scotland,very-good,Very good,life-satisfaction,Life Satisfaction
7.37,,year ending,2013 Q1 - 2013 Q4,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
7.48,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
4.29,,year ending,2013 Q3 - 2014 Q2,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
15.95,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
19.7,,year ending,2016 Q1 - 2016 Q4,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
8.44,,year ending,2016 Q4 - 2017 Q3,K02000001,United Kingdom,poor,Poor,happiness,Happiness
16.46,,year ending,2015 Q2 - 2016 Q1,K02000001,United Kingdom,fair,Fair,happiness,Happiness
16.75,,year ending,2013 Q4 - 2014 Q3,K02000001,United Kingdom,fair,Fair,happiness,Happiness
7.82,,year ending,2014 Q2 - 2015 Q1,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
16.55,,year ending,2013 Q3 - 2014 Q2,K02000001,United Kingdom,fair,Fair,anxiety,Anxiety
15.84,,year ending,2013 Q4 - 2014 Q3,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
16.47,,year ending,2015 Q4 - 2016 Q3,K02000001,United Kingdom,fair,Fair,happiness,Happiness
35.53,,year ending,2016 Q4 - 2017 Q3,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
13.8,,year ending,2014 Q3 - 2015 Q2,S92000003,Scotland,fair,Fair,life-satisfaction,Life Satisfaction
7.43,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
12.52,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
7.73,,year ending,2014 Q2 - 2015 Q1,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
13.62,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
32.51,,year ending,2013 Q3 - 2014 Q2,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
33.6,,year ending,2014 Q1 - 2014 Q4,E92000001,England,very-good,Very good,worthwhile,Worthwhile
7.91,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
19.96,,year ending,2013 Q2 - 2014 Q1,E92000001,England,poor,Poor,anxiety,Anxiety
9.81,,year ending,2016 Q3 - 2017 Q2,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
43.52,,year ending,2014 Q3 - 2015 Q2,N92000002,Northern Ireland,good,Good,life-satisfaction,Life Satisfaction
7.67,,year ending,2016 Q3 - 2017 Q2,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
32.58,,year ending,2012 Q3 - 2013 Q2,W92000004,Wales,very-good,Very good,happiness,Happiness
7.63,,year ending,2015 Q3 - 2016 Q2,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
9.57,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,poor,Poor,happiness,Happiness
34.23,,year ending,2015 Q4 - 2016 Q3,E92000001,England,very-good,Very good,happiness,Happiness
40.22,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,very-good,Very good,anxiety,Anxiety
15.14,,year ending,2013 Q2 - 2014 Q1,N92000002,Northern Ireland,fair,Fair,life-satisfaction,Life Satisfaction
7.6,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,mean-average,Mean Average,life-satisfaction,Life Satisfaction
7.31,,year ending,2011 Q2 - 2012 Q1,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
33.25,,year ending,2013 Q1 - 2013 Q4,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
7.57,,year ending,2013 Q1 - 2013 Q4,S92000003,Scotland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
4.28,,year ending,2014 Q4 - 2015 Q3,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
7.71,,year ending,2012 Q1 - 2012 Q4,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.73,,year ending,2014 Q1 - 2014 Q4,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
3.56,,year ending,2015 Q4 - 2016 Q3,E92000001,England,poor,Poor,worthwhile,Worthwhile
13.48,,year ending,2012 Q2 - 2013 Q1,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
4.15,,year ending,2015 Q2 - 2016 Q1,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
8.04,,year ending,2015 Q3 - 2016 Q2,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
4.64,,year ending,2012 Q2 - 2013 Q1,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
38.3,,year ending,2015 Q4 - 2016 Q3,N92000002,Northern Ireland,very-good,Very good,life-satisfaction,Life Satisfaction
34.05,,year ending,2013 Q3 - 2014 Q2,W92000004,Wales,very-good,Very good,happiness,Happiness
17.92,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,fair,Fair,life-satisfaction,Life Satisfaction
12.76,,year ending,2012 Q3 - 2013 Q2,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
18.23,,year ending,2012 Q2 - 2013 Q1,E92000001,England,fair,Fair,happiness,Happiness
51.37,,year ending,2012 Q4 - 2013 Q3,S92000003,Scotland,good,Good,life-satisfaction,Life Satisfaction
52.38,,year ending,2015 Q2 - 2016 Q1,E92000001,England,good,Good,life-satisfaction,Life Satisfaction
4.7,,year ending,2012 Q4 - 2013 Q3,N92000002,Northern Ireland,poor,Poor,life-satisfaction,Life Satisfaction
7.74,,year ending,2013 Q2 - 2014 Q1,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
7.84,,year ending,2014 Q3 - 2015 Q2,K02000001,United Kingdom,mean-average,Mean Average,worthwhile,Worthwhile
7.71,,year ending,2012 Q3 - 2013 Q2,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.55,,year ending,2011 Q3 - 2012 Q2,N92000002,Northern Ireland,mean-average,Mean Average,life-satisfaction,Life Satisfaction
19.88,,year ending,2013 Q3 - 2014 Q2,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
20.1,,year ending,2016 Q4 - 2017 Q3,K02000001,United Kingdom,poor,Poor,anxiety,Anxiety
7.42,,year ending,2013 Q3 - 2014 Q2,K02000001,United Kingdom,mean-average,Mean Average,happiness,Happiness
26.35,,year ending,2011 Q4 - 2012 Q3,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
28.53,,year ending,2014 Q1 - 2014 Q4,W92000004,Wales,very-good,Very good,life-satisfaction,Life Satisfaction
